uri,acousticness,valence,danceability,energy,key,instrumentalness,liveness,loudness,speechiness,tempo,duration_ms,mood
spotify:track:5xTtaWoae3wi06K5WfVUUH,0.0561,0.943,0.648,0.785,7,0,0.148,-5.414,0.165,160.02,219200,happy
spotify:track:2MLHyLy5z5l5YRp7momlgw,0.00719,0.661,0.654,0.81,4,0.00251,0.165,-6.26,0.0288,114.623,200307,happy
spotify:track:1Qrdlkgg9I4J7r3P4kZNwr,0.052,0.593,0.552,0.552,11,0,0.046,-9.736,0.0364,208.571,269760,happy
spotify:track:3JvrhDOgAt6p7K8mDyZwRd,0.431,0.51,0.484,0.731,1,0,0.151,-6.694,0.0379,101.654,204280,happy
spotify:track:1eq1wUnLVLg4pdEfx9kajC,0.138,0.507,0.73,0.77,8,0,0.0473,-5.114,0.0298,104.948,228093,happy
spotify:track:5wrGviDHdJ2MYgDRow14cu,0.00224,0.546,0.487,0.724,0,1.03E-05,0.213,-5.905,0.0289,102.03,225560,happy
spotify:track:5ChkMS8OtdzJeqyybCc9R5,0.0236,0.847,0.92,0.654,11,0.0158,0.0359,-3.051,0.0401,117.046,293827,happy
spotify:track:1kcfGBb6kSrGqNIMW7rAlB,0.122,0.701,0.903,0.532,7,0.0345,0.176,-7.188,0.0593,96.991,217587,happy
spotify:track:0ikz6tENMONtK6qGkOrU3c,0.272,0.9,0.62,0.574,0,0,0.0607,-11.893,0.0421,81.548,231333,happy
spotify:track:6golelYKuy85o3u0cxIxFK,0.0127,0.525,0.547,0.635,2,5.01E-06,0.0585,-5.569,0.137,113.678,245293,happy
spotify:track:6e40mgJiCid5HRAGrbpGA6,0.216,0.484,0.689,0.702,6,0,0.159,-5.642,0.0261,99.031,213600,happy
spotify:track:4MtkmGngLtWzv0Bz1rfMCz,0.228,0.678,0.709,0.48,2,3.59E-06,0.0825,-7.552,0.0537,109.948,183667,happy
spotify:track:7soJgKhQTO8hLP2JPRkL5O,0.403,0.47,0.667,0.613,1,0,0.115,-5.353,0.0344,91.024,194453,happy
spotify:track:1sfTdlWfcFdI7NfmcfZPii,0.324,0.452,0.73,0.68,4,3.79E-06,0.121,-4.886,0.0344,109.576,221560,happy
spotify:track:58mFu3oIpBa0HLNeJIxsw3,0.031,0.804,0.64,0.81,4,2.22E-06,0.0492,-10.19,0.033,122.868,247293,happy
spotify:track:3bH4HzoZZFq8UpZmI2AMgV,0.325,0.853,0.828,0.689,7,0.0384,0.0808,-7.878,0.0326,123.931,216015,happy
spotify:track:7BqBn9nzAq8spo5e7cZ0dJ,0.0151,0.434,0.637,0.843,5,0,0.0876,-5.413,0.0432,109.012,220733,happy
spotify:track:3kIx2WtCysJvkRmVG6D61t,0.0701,0.567,0.815,0.688,3,0,0.412,-3.108,0.0368,116.037,204288,happy
spotify:track:31H6au3jhblhr6MMJiXnCq,0.011,0.552,0.712,0.549,5,0,0.118,-9.484,0.0254,109.882,251067,happy
spotify:track:6XcfKZvJio9Z0fQy11GnNX,0.00175,0.51,0.666,0.728,7,4.26E-06,0.0429,-5.808,0.0419,122.996,204878,happy
spotify:track:4JehYebiI9JE8sR8MisGVb,0.272,0.472,0.508,0.72,11,0,0.0563,-5.908,0.0628,79.983,261640,happy
spotify:track:7oK9VyNzrYvRFo7nQEYkWN,0.00101,0.232,0.356,0.924,1,0,0.0953,-3.74,0.0808,148.017,222587,happy
spotify:track:7qiZfU4dY1lWllzX7mPBI3,0.581,0.931,0.825,0.652,1,0,0.0931,-3.183,0.0802,95.977,233713,happy
spotify:track:2ihCaVdNZmnHZWt0fvAM7B,0.0206,0.417,0.457,0.757,1,0,0.146,-5.177,0.032,102.961,266600,happy
spotify:track:1OFKUn2VLafrHj7ybnap0Q,0.107,0.513,0.49,0.873,6,5.19E-06,0.118,-5.861,0.0355,103.272,229587,happy
spotify:track:6l9HDwqU46DHCuNyvbmFdP,0.748,0.604,0.582,0.371,0,9.19E-05,0.122,-8.519,0.0525,200.085,225106,happy
spotify:track:6ToFxXRBtl5TJFEyIoYK3f,0.144,0.646,0.578,0.6,8,0,0.426,-5.7,0.0455,76.999,277307,happy
spotify:track:1ydOxBgLmEMfWffu6t4H5x,0.366,0.747,0.827,0.613,8,1.25E-05,0.093,-5.34,0.0621,137.96,177973,happy
spotify:track:2Wb9ejnmy27DUTUe9YF5Ew,0.122,0.78,0.739,0.576,1,0.00206,0.0482,-12.024,0.0472,108.81,260427,happy
spotify:track:3sJHkcxojoJD2Ytbo1yLLF,0.0852,0.48,0.649,0.762,11,0.00383,0.118,-5.153,0.0447,107.034,213693,happy
spotify:track:1mKXFLRA179hdOWQBwUk9e,0.346,0.441,0.778,0.547,2,0.000302,0.132,-7.273,0.0489,95.002,242733,happy
spotify:track:1qtRjq4lKqilxJCQErodW8,0.376,0.457,0.685,0.395,0,1.95E-05,0.209,-9.925,0.0771,83.015,200065,happy
spotify:track:6sxptembJVty4sNtcPMAVz,0.581,0.674,0.657,0.639,10,0,0.278,-7.527,0.0412,124.882,234493,happy
spotify:track:1XS08WCbVDzodcKZ4KSqyr,0.434,0.939,0.753,0.874,0,1.70E-05,0.138,-8.626,0.0355,102.728,174640,happy
spotify:track:5tdKaKLnC4SgtDZ6RlWeal,0.201,0.928,0.832,0.544,6,0.000139,0.632,-12.697,0.0442,119.49,275533,happy
spotify:track:5eWOsyHHic4vJP3LjTVhqv,0.22,0.548,0.765,0.535,0,2.55E-05,0.104,-7.229,0.0265,105.019,183720,happy
spotify:track:59eAcAyhYSLi5GKFrgHJzG,0.00556,0.555,0.915,0.498,11,0.000116,0.067,-10.435,0.102,95.852,194493,happy
spotify:track:4qXt4ivkf2dPhHxAFF4PIJ,0.00752,0.289,0.794,0.495,4,1.43E-06,0.083,-4.082,0.0394,95.028,199680,happy
spotify:track:3fH4KjXFYMmljxrcGrbPj9,0.168,0.678,0.66,0.816,2,0.0181,0.0608,-6.61,0.0299,111.346,263040,happy
spotify:track:1Cv1YLb4q0RzL6pybtaMLo,0.183,0.694,0.878,0.525,5,0,0.0714,-6.832,0.0578,112.022,158571,happy
spotify:track:2374M0fQpWi3dLnB54qaLX,0.257,0.732,0.671,0.373,9,7.95E-05,0.0481,-18.064,0.0323,92.717,295893,happy
spotify:track:6muOWhMh7Tf0UFUtMDBhUR,0.0254,0.283,0.503,0.808,11,0.00162,0.557,-5.051,0.045,107.975,197533,happy
spotify:track:1yTTMcUhL7rtz08Dsgb7Qb,0.286,0.355,0.561,0.597,11,0,0.0979,-6,0.0405,76.826,197299,happy
spotify:track:0UMcuaJ5G6CMz63F4H6qAe,0.579,0.97,0.499,0.748,8,0.00216,0.035,-11.255,0.0503,93.372,248947,happy
spotify:track:3OltYYcLZUhvho5QoRbUNr,0.0484,0.771,0.555,0.926,7,7.67E-06,0.171,-3.613,0.0363,138.017,188387,happy
spotify:track:3jjujdWJ72nww5eGnfs2E7,0.0237,0.569,0.676,0.771,8,7.00E-06,0.102,-3.675,0.0483,99.048,207133,happy
spotify:track:2JHBMVs8E7bJJBLkXpKgHn,0.0103,0.436,0.481,0.766,1,0.0067,0.302,-5.208,0.0334,131.143,276720,happy
spotify:track:1SKPmfSYaPsETbRHaiA18G,0.06,0.304,0.448,0.665,9,2.55E-05,0.0828,-4.203,0.026,172.004,237147,happy
spotify:track:2g2GkH3vZHk4lWzBjgQ6nY,0.627,0.885,0.691,0.507,11,0,0.457,-10.23,0.0343,128.518,125440,happy
spotify:track:1J2WmkS1Z18AuDWZCgIC5K,0.52,0.682,0.923,0.518,5,0.000142,0.104,-6.008,0.0492,93.023,226680,happy
spotify:track:2tw76iTsjl2SwMZJCqDFHm,0.761,0.359,0.683,0.472,0,1.59E-06,0.0873,-9.08,0.0317,79.931,163107,happy
spotify:track:59JtQ8mThUAnRGValaExhc,0.799,0.257,0.555,0.423,0,0,0.112,-6.232,0.044,137.044,202147,happy
spotify:track:4lY95OMGb9WxP6IYut64ir,0.0104,0.221,0.527,0.804,10,0,0.105,-4.168,0.0358,107.486,277720,happy
spotify:track:4SXU3lUZ1eb4JWWbkQw43Y,0.0398,0.88,0.686,0.632,9,2.20E-06,0.0686,-11.433,0.0353,118.965,192133,happy
spotify:track:5gW5dSy3vXJxgzma4rQuzH,0.132,0.697,0.859,0.413,1,0,0.334,-7.399,0.182,115.035,194230,happy
spotify:track:3Hn9rn1OmKT8HKELGBTztL,0.61,0.251,0.531,0.455,1,2.04E-05,0.119,-7.17,0.0316,133.971,229382,happy
spotify:track:6QgjcU0zLnzq5OrUoSZ3OK,0.0417,0.754,0.801,0.795,1,0.000113,0.0717,-5.115,0.0504,79.028,163253,happy
spotify:track:4dIPtEnmudhZPD8MsAtzSK,0.881,0.796,0.498,0.418,0,0,0.113,-6.294,0.0539,190.078,195347,happy
spotify:track:46GjoMPynvrasSdmQ0GaYR,0.141,0.118,0.481,0.708,2,0,0.396,-4.004,0.0481,120.106,258209,happy
spotify:track:0rzNMzZsubFcXSEh7dnem7,0.745,0.552,0.524,0.397,0,0,0.521,-11.936,0.405,80.744,221093,happy
spotify:track:2ISrBfPX4YBkwiMgvdbV4V,0.748,0.264,0.325,0.342,7,6.63E-05,0.101,-8.86,0.0358,92.08,243200,happy
spotify:track:41fecZEX4sPrRxnjZQ6DGU,0.625,0.411,0.589,0.609,10,0.000759,0.0688,-7.593,0.053,149.976,179387,happy
spotify:track:4dTVgHZFPlaq9nPbLVVLSG,0.00174,0.52,0.588,0.751,0,6.57E-05,0.353,-7.588,0.0328,136.979,209280,happy
spotify:track:4ofwffwvvnbSkrMSCKQDaC,0.286,0.754,0.672,0.735,5,0,0.242,-4.733,0.0457,115.741,201287,happy
spotify:track:1j8z4TTjJ1YOdoFEDwJTQa,0.154,0.673,0.61,0.893,9,4.41E-05,0.021,-3.681,0.0921,104.031,296520,happy
spotify:track:6lUY6MoqGgPnA27PHYxem5,0.000441,0.682,0.674,0.882,3,6.47E-05,0.068,-2.771,0.0477,123.016,205733,happy
spotify:track:4agp6oHofabdUedr0B1krj,0.394,0.677,0.413,0.829,4,0,0.108,-11.111,0.529,191.477,265533,happy
spotify:track:4NJpJ17Dgm5r4OYExFbxLk,0.141,0.221,0.632,0.647,8,0.104,0.0908,-8.587,0.0294,105.945,193982,happy
spotify:track:6ihL9TjfRjadfEePzXXyVF,0.0159,0.552,0.718,0.691,4,0,0.0627,-6.44,0.0387,100.008,213107,happy
spotify:track:38LC7jHjifqs5EnYUv4BgG,0.333,0.575,0.547,0.555,11,0.000313,0.105,-7.316,0.163,95.102,206373,happy
spotify:track:3rpeUtH3p22qBhJRpKxrW6,0.123,0.512,0.659,0.949,6,0,0.133,-4.682,0.105,92.025,229360,happy
spotify:track:4uqNn56KFQ7NtJ35xWZKvf,0.000285,0.828,0.491,0.831,6,7.88E-05,0.0761,-5.321,0.0349,193.968,181667,happy
spotify:track:4kvZqGbNMLBiBrYin90kh6,0.0108,0.291,0.671,0.84,7,0.0108,0.448,-5.937,0.0337,95.014,211000,happy
spotify:track:69Qa7czzqraPWZgxpQN405,0.762,0.65,0.617,0.81,10,0,0.134,-6.513,0.0798,97.389,165080,happy
spotify:track:14sAMwqbuFDSlLKmVBD9MI,0.031,0.678,0.473,0.82,8,1.55E-05,0.0414,-5.702,0.0408,84.893,221413,happy
spotify:track:5FPnjikbwlDMULCCCa6ZCJ,0.837,0.503,0.674,0.413,2,1.91E-05,0.098,-7.816,0.0274,124.895,237907,happy
spotify:track:5BvP31Kxf5R5WIuwbcQDDT,0.0617,0.44,0.646,0.658,7,0,0.0692,-4.678,0.052,92.001,190867,happy
spotify:track:34JhrCXAX7JXmc3gjVaspA,0.221,0.134,0.554,0.561,2,0,0.117,-6.683,0.243,80.125,208448,happy
spotify:track:3phrxvrB2H46HVe802apMV,0.508,0.146,0.685,0.49,7,0,0.123,-6.907,0.0544,124.026,188493,happy
spotify:track:3298yRJKPcCndQdNiTZKIo,0.589,0.527,0.538,0.127,11,0.00017,0.238,-16.057,0.0284,62.829,203573,happy
spotify:track:0qAMjeQFyd1qD0LDiV8gWp,0.328,0.917,0.748,0.786,4,0,0.34,-7.788,0.0641,104.833,172373,happy
spotify:track:7apizLyhMRutg3ccXvr2qv,0.336,0.473,0.633,0.559,6,0,0.262,-5.135,0.313,114.987,168640,happy
spotify:track:1sxUaLi0G2vB7dl4ogtCxH,0.0814,0.967,0.728,0.94,4,0.000162,0.109,-5.034,0.0368,113.76,237240,happy
spotify:track:1hCTxutVVYvggAQcUUUZAT,0.678,0.299,0.584,0.465,10,0,0.106,-4.88,0.0262,95.969,224586,happy
spotify:track:5Hroj5K7vLpIG4FNCRIjbP,0.0591,0.538,0.673,0.902,2,0.000262,0.0558,-2.392,0.0346,100.012,194240,happy
spotify:track:1OhctVvuAU8kVCtzDWsCTj,0.289,0.547,0.551,0.516,10,0.00015,0.0853,-9.587,0.027,99.045,279813,happy
spotify:track:38YgZVHPWOWsKrsCXz6JyP,0.241,0.617,0.672,0.623,9,0,0.0848,-5.699,0.0297,92.018,215173,happy
spotify:track:6tYi93Nes84arkBcgesJbQ,0.408,0.739,0.82,0.692,3,0,0.0929,-6.164,0.11,105.131,175806,happy
spotify:track:4T43c9I2dDyrrlds7qqS2N,0.771,0.619,0.474,0.558,1,0,0.839,-6.3,0.132,151.221,170200,happy
spotify:track:23MG7PAYUQp0esP2dzWHWj,0.103,0.468,0.445,0.71,4,6.14E-05,0.169,-6.819,0.0275,148.011,263253,happy
spotify:track:7fRvtXvJMpGfTLdF0M09a1,0.0289,0.977,0.72,0.967,9,0.000345,0.142,-4.434,0.0343,129.766,235093,happy
spotify:track:4KstW0YjGxUA6aVA4uOBY1,0.802,0.521,0.378,0.315,7,0,0.505,-6.743,0.0304,74.663,48000,happy
spotify:track:1jjIK1VllPSunh1I8mBXjo,0.187,0.866,0.614,0.812,7,3.11E-06,0.914,-2.761,0.0492,131.1,147987,happy
spotify:track:6pzLxfaOuXD6QxAkcKDukY,0.0044,0.961,0.777,0.599,1,8.24E-06,0.0576,-14.321,0.0434,116.206,356707,happy
spotify:track:6pc8xULSlsMdFB3OrqbvZ4,0.0466,0.931,0.843,0.656,1,0.0187,0.169,-11.184,0.0595,121.112,215653,happy
spotify:track:5k31cAfP8yymw8v0AYQIjr,0.0545,0.507,0.672,0.901,2,0.000285,0.0792,-2.415,0.0353,99.989,194000,happy
spotify:track:3RkvscbM4aNbELiQf7PJwn,0.291,0.962,0.662,0.757,5,0,0.0885,-6.818,0.144,159.945,233293,happy
spotify:track:6JV2JOEocMgcZxYSZelKcc,0.0123,0.701,0.667,0.83,0,0,0.191,-5.715,0.0749,113.03,236002,happy
spotify:track:3E7dfMvvCLUddWissuqMwr,0.00112,0.47,0.652,0.698,10,0.000115,0.0886,-4.667,0.042,96.021,202067,happy
spotify:track:5w6TVvv71F8px5cObg2xnx,0.0216,0.682,0.554,0.878,3,5.76E-06,0.362,-4.271,0.134,126.045,205933,happy
spotify:track:1zaaaGPDU60KYY60M4JVl2,0.0817,0.419,0.76,0.718,5,0,0.0903,-4.443,0.0476,100.01,252613,happy
spotify:track:32OlwWuMpZ6b0aN2RZOeMS,0.00801,0.928,0.856,0.609,0,8.15E-05,0.0344,-7.223,0.0824,114.988,269667,happy
spotify:track:2Oj5BXOY01EDuJhVYNlEoq,0.000189,0.836,0.652,0.783,0,0.0173,0.0889,-4.829,0.0309,117.952,192693,happy
spotify:track:1rqqCSm0Qe4I9rUvWncaom,0.193,0.681,0.579,0.904,5,0,0.064,-2.729,0.0618,82.014,190947,happy
spotify:track:6ZlHg52SWBXDsMlWfIg8Lm,0.259,0.587,0.524,0.857,6,6.45E-05,0.1,-5.703,0.0408,149.904,252000,happy
spotify:track:2IzI6MHhvH1Gs1vcLlYY4a,0.00468,0.433,0.641,0.842,1,0,0.451,-2.674,0.0456,107.012,200640,happy
spotify:track:0dXNQ8dckG4eYfEtq9zcva,0.0041,0.507,0.538,0.804,8,0,0.33,-5.194,0.0358,144.992,197640,happy
spotify:track:57Y3UccJEJqT8w8RWkUAz0,0.079,0.89,0.887,0.904,5,0.0101,0.0165,-5.107,0.0703,107.955,244827,happy
spotify:track:2uDXoZot9AtykYylsLHlpL,0.00568,0.665,0.573,0.729,11,0.00728,0.396,-6.217,0.0415,119.232,195427,happy
spotify:track:4eLSCSELtKxZwXnFbNLXT5,0.0818,0.768,0.507,0.923,0,4.63E-06,0.0951,-5.581,0.173,99.252,189840,happy
spotify:track:5qlgE1o7pniS4d1g61dL1C,0.0122,0.787,0.775,0.739,4,0.000618,0.492,-5.255,0.0316,140.034,213693,happy
spotify:track:5HktkLHDbjA6LTyRTBEzHy,0.0742,0.933,0.637,0.891,11,0.000622,0.0686,-4.139,0.0345,126.002,215133,happy
spotify:track:2Foc5Q5nqNiosCNqttzHof,0.0426,0.862,0.794,0.811,6,1.07E-06,0.101,-8.966,0.038,116.047,248413,happy
spotify:track:1c0zagykmGPDYuxJeDqZhJ,0.074,0.624,0.738,0.932,8,0.000121,0.0623,-1.898,0.0959,126.994,204230,happy
spotify:track:1mXuMM6zjPgjL4asbBsgnt,0.141,0.648,0.638,0.832,8,0,0.113,-5.039,0.049,124.071,227893,happy
spotify:track:2dLVVG180B1aDWqCVJQ4YT,0.0268,0.79,0.588,0.85,9,2.85E-06,0.0599,-5.122,0.0364,120,182200,happy
spotify:track:7161QHk9ZjLKSlkWkIU5aZ,0.181,0.575,0.718,0.865,1,0.000117,0.0423,-3.613,0.0607,128.035,209920,happy
spotify:track:70cTMpcgWMcR18t9MRJFjB,0.0873,0.61,0.743,0.766,0,0,0.509,-6.375,0.0265,127.96,289133,happy
spotify:track:65YsalQBmQCzIPaay72CzQ,0.00108,0.405,0.554,0.669,11,0,0.138,-6.041,0.0426,91.993,225200,happy
spotify:track:4ixxz1GXB57Q6K2nbR4AwL,0.0554,0.604,0.647,0.588,11,0.000225,0.277,-7.519,0.0401,125.992,264400,happy
spotify:track:2y4lAQpi5VTNLu2ldeTdUH,0.00882,0.484,0.613,0.622,1,0,0.37,-5.794,0.0334,80.003,231240,happy
spotify:track:3oHNJECGN3bBoGXejlw2b1,0.00125,0.72,0.652,0.812,3,3.01E-05,0.667,-3.797,0.0409,126.023,230733,happy
spotify:track:0D2VYiRlBv43asKUgieZaM,0.649,0.0951,0.686,0.524,0,0.0569,0.14,-7.251,0.0343,124.938,201627,happy
spotify:track:1dzQoRqT5ucxXVaAhTcT0J,0.0264,0.745,0.822,0.739,1,4.26E-05,0.181,-4.541,0.0311,118.992,241933,happy
spotify:track:5IKLwqBQG6KU6MP2zP80Nu,0.3,0.819,0.784,0.893,7,1.57E-05,0.272,-5.153,0.0923,118.738,216733,happy
spotify:track:36482hNESSwELpr9sS3NbE,0.00959,0.516,0.761,0.619,5,3.18E-06,0.0896,-5.741,0.175,129.998,241307,happy
spotify:track:5SAckbSHhNJ41b3bn5XwPL,0.31,0.159,0.596,0.576,3,0,0.112,-7.636,0.103,107.963,250467,happy
spotify:track:4y1LsJpmMti1PfRQV9AWWe,0.22,0.725,0.71,0.799,6,0.000602,0.349,-4.897,0.0328,120.372,238267,happy
spotify:track:2u1hMwcB9TwziV6P7jdyxX,0.00127,0.961,0.806,0.902,11,0,0.212,-3.387,0.0475,128.943,191667,happy
spotify:track:5ttys6S3vGWCgOpiuB5axN,0.607,0.906,0.498,0.796,8,0,0.3,-4.882,0.0453,79.648,157027,happy
spotify:track:7E2G9ZohuduDLx07lmaMzT,0.0026,0.864,0.654,0.685,0,0,0.0528,-9.46,0.0279,127.554,211493,happy
spotify:track:1ABegtCPBMMJaMpfDyATjE,7.37E-05,0.91,0.541,0.727,2,0.717,0.232,-7.509,0.0384,139.239,163080,happy
spotify:track:0EYigGnn91koV8IhpDjCrG,0.0303,0.918,0.852,0.799,10,5.44E-05,0.169,-9.03,0.0578,134.758,238480,happy
spotify:track:2fzykVsO2Di5jnofUNX3YE,0.00149,0.871,0.736,0.802,7,0.0876,0.14,-8.527,0.0663,119.854,225973,happy
spotify:track:3G0NNqwQ1sqRpySr6soHlH,0.214,0.826,0.625,0.646,9,0.0533,0.0525,-13.592,0.0389,103.893,239173,happy
spotify:track:1lY1WNXur2N379331Dkoe6,0.14,0.0912,0.18,0.293,4,0.000527,0.0968,-11.908,0.0313,145.629,229920,happy
spotify:track:45iWrKn5A3miPB9H5KZ2IF,0.133,0.674,0.766,0.369,5,0.737,0.102,-6.838,0.269,92.015,169565,happy
spotify:track:1ot6jEe4w4hYnsOPjd3xKQ,0.0962,0.798,0.59,0.868,5,0.000322,0.442,-5.832,0.048,184.348,230640,happy
spotify:track:0ew27xRdxSexrWbODuLfeE,0.177,0.749,0.739,0.917,5,0.119,0.0834,-4.459,0.0504,110.163,325267,happy
spotify:track:5U8vWk6CoSBRSF3V0Ovf5C,5.37E-05,0.461,0.529,0.929,0,0.471,0.527,-6.698,0.0819,144.969,168427,happy
spotify:track:1fffWmQO5EmT6nMFvNGZsg,0.0105,0.874,0.8,0.729,10,0,0.13,-5.545,0.265,84.195,205600,happy
spotify:track:0zUqH7FVh2MJOk7VUhnWmF,0.778,0.486,0.369,0.282,2,0,0.109,-9.757,0.0289,75.721,158467,happy
spotify:track:0AYw1CBLLNu0umIuCoq77M,0.00884,0.815,0.592,0.868,11,0,0.144,-2.983,0.0679,109.985,210507,happy
spotify:track:4LgZGdqxjGHcMTHU6kidQO,0.0202,0.227,0.567,0.716,2,2.07E-05,0.0858,-7.46,0.0504,100.05,222169,happy
spotify:track:7CaeWiyqeV8E5PbAMVI4Dc,0.972,0.369,0.704,0.191,10,0.154,0.097,-14.511,0.0681,153.178,44733,happy
spotify:track:4rNJ46tXZR3zUDiYftjCjx,0.22,0.402,0.57,0.427,0,0,0.0499,-12.127,0.0275,103.279,277960,happy
spotify:track:0Y6VQpeVEkUl4ckTLCrQkO,0.716,0.821,0.558,0.414,8,0.00267,0.323,-9.805,0.076,125.458,68413,happy
spotify:track:2RzTouLGBZoCDnM4oJ7PMV,0.833,0.339,0.436,0.132,2,1.19E-06,0.104,-14.744,0.0327,143.147,232093,happy
spotify:track:0LQBVQgU1NKDMigWel9fyv,0.625,0.431,0.61,0.577,0,0,0.0604,-9.517,0.0295,137.086,165187,happy
spotify:track:2F2IMKr5x68zwt4AtuCMvG,0.626,0.965,0.767,0.454,7,0,0.823,-10.099,0.0954,143.919,115333,happy
spotify:track:4kIcTrOYInlXjNtiAtbJIQ,0.44,0.771,0.694,0.693,10,0,0.161,-5.61,0.143,97.948,201122,happy
spotify:track:4czNORk5MjW5WOn98bki32,0.15,0.827,0.748,0.603,1,0.000261,0.0269,-12.044,0.043,108.831,258667,happy
spotify:track:1Pq47iFLC5U7j8xeNiNcuS,0.368,0.961,0.692,0.501,9,0,0.0393,-11.708,0.0625,128.388,140000,happy
spotify:track:6MbncUXyxzF6AKeS4t1P7e,0.558,0.914,0.668,0.304,2,0,0.618,-12.313,0.0323,96.324,69067,happy
spotify:track:0yV3slaljrRUEAl9JHSkLo,0.987,0.777,0.464,0.484,5,0.00144,0.714,-9.485,0.0471,75.395,57533,happy
spotify:track:3s4U7OHV7gnj42VV72eSZ6,0.162,0.549,0.799,0.586,11,2.03E-06,0.193,-6.735,0.0377,120.97,227833,happy
spotify:track:2PpruBYCo4H7WOBJ7Q2EwM,0.103,0.965,0.727,0.974,4,0.000532,0.174,-2.261,0.0664,79.526,235213,happy
spotify:track:6THwtgImf1ZAR2w3iknjeS,0.0308,0.717,0.682,0.84,10,0,0.0534,-3.465,0.141,90.149,207667,happy
spotify:track:7sDjju2TKz3Iod8i131nND,0.158,0.135,0.54,0.494,5,0.000174,0.084,-8.316,0.0284,92.021,196080,happy
spotify:track:14uKsvPJ0quzQvdB6f7Dur,0.06,0.71,0.67,0.837,0,0.000694,0.159,-4.031,0.0362,105.003,222041,happy
spotify:track:4q8PHoRsPUB52LFylX8Ulz,0.0323,0.534,0.645,0.741,5,0,0.29,-4.989,0.0339,123.07,203000,happy
spotify:track:2dpaYNEQHiRxtZbfNsse99,0.191,0.671,0.687,0.792,5,0,0.167,-2.749,0.0452,100.015,214290,happy
spotify:track:2VWrXrRLsf4LAJxRnmfZm9,0.202,0.292,0.444,0.403,11,8.94E-06,0.376,-8.018,0.0265,78.537,230000,happy
spotify:track:69uxyAqqPIsUyTO8txoP2M,0.00205,0.529,0.638,0.924,7,0.000173,0.149,-3.887,0.0359,111.995,263787,happy
spotify:track:4kLLWz7srcuLKA7Et40PQR,0.0873,0.61,0.743,0.766,0,0,0.509,-6.375,0.0265,127.96,289133,happy
spotify:track:3bidbhpOYeV4knp8AIu8Xn,0.0291,0.847,0.641,0.922,2,0,0.0862,-4.457,0.0786,146.078,258343,happy
spotify:track:6QgjcU0zLnzq5OrUoSZ3OK,0.0417,0.754,0.801,0.795,1,0.000113,0.0717,-5.115,0.0504,79.028,163253,happy
spotify:track:0qt5f5EL92o8Snzopsv0en,0.456,0.457,0.705,0.78,7,0.00152,0.115,-6.267,0.0805,142.028,218228,happy
spotify:track:26eOTllWPn7oKuDUJnsJwF,0.191,0.73,0.756,0.77,1,0,0.178,-3.502,0.0343,119.961,246467,happy
spotify:track:0KKkJNfGyhkQ5aFogxQAPU,0.013,0.86,0.853,0.56,1,0,0.0944,-4.961,0.0406,134.066,206693,happy
spotify:track:20I6sIOMTCkB6w7ryavxtO,0.0114,0.66,0.783,0.58,7,2.28E-06,0.108,-6.548,0.0408,120.021,193400,happy
spotify:track:5NDUXbMwcnTQp66tI2zcdR,0.548,0.872,0.828,0.56,0,3.66E-05,0.15,-6.685,0.0327,122.054,198001,happy
spotify:track:2KklXplRtxMsBYo474Es0w,0.194,0.507,0.779,0.666,5,0.000556,0.0576,-7.361,0.0482,123.024,161322,happy
spotify:track:1A8j067qyiNwQnZT0bzUpZ,0.0927,0.466,0.792,0.717,0,3.59E-05,0.226,-4.759,0.0393,121.985,195547,happy
spotify:track:7FjZU7XFs7P9jHI9Z0yRhK,0.121,0.761,0.7,0.872,10,7.08E-06,0.103,-5.896,0.0666,125.03,190302,happy
spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,0.414,0.661,0.748,0.524,8,0,0.111,-5.599,0.0338,95.01,244960,happy
spotify:track:6nDKrPlXdpomGBgAlO7UdP,0.272,0.376,0.802,0.645,5,0,0.119,-6.181,0.0715,100.001,157202,happy
spotify:track:5CpkVOosLFc83LbwqO6hnI,0.0328,0.654,0.734,0.921,6,0,0.197,-1.936,0.0863,120.056,218480,happy
spotify:track:14sOS5L36385FJ3OL8hew4,0.374,0.492,0.693,0.575,9,0,0.252,-6.998,0.0801,117.999,211362,happy
spotify:track:5icOoE6VgqFKohjWWNp0Ac,0.0623,0.181,0.791,0.565,5,0,0.156,-3.933,0.0439,99.961,156347,happy
spotify:track:1pfgsjmxVZhoZpeDx6POKv,0.00463,0.508,0.658,0.804,0,0,0.178,-5.735,0.0377,120.047,205793,happy
spotify:track:3gicyfiEVMGONgzygpWjNT,0.331,0.503,0.598,0.904,4,0,0.264,-2.293,0.0507,138.091,198075,happy
spotify:track:6XqvFyJGdUD5IWee02ARKU,0.29,0.472,0.652,0.898,7,0,0.073,-4.481,0.0361,114.043,193377,happy
spotify:track:5itOtNx0WxtJmi1TQ3RuRd,0.016,0.606,0.807,0.887,1,0.000503,0.0811,-4.311,0.0361,122.015,229184,happy
spotify:track:4PkIDTPGedm0enzdvilLNd,0.268,0.541,0.669,0.801,8,0,0.0594,-5.445,0.136,109.919,201072,happy
spotify:track:5Ef2noaxqTAfa5gLVw05OJ,0.0352,0.611,0.745,0.719,11,0,0.0639,-4.291,0.19,99.962,191255,happy
spotify:track:7vFoFDWqTX0mHzLfrF1Cfy,0.166,0.603,0.782,0.685,4,1.18E-05,0.16,-6.237,0.0309,118.016,180566,happy
