uri,acousticness,valence,danceability,energy,key,instrumentalness,liveness,loudness,speechiness,tempo,duration_ms,mood
spotify:track:2Wj1AZdBPMA1mkuuoTfOPg,0.0663,0.243,0.588,0.722,6,0,0.0721,-4.667,0.0289,145.931,224107,sad
spotify:track:66xCjAo9ppP7hZRwtMh6GG,0.156,0.931,0.663,0.514,1,7.71E-05,0.0514,-15.841,0.0472,101.988,134468,sad
spotify:track:30RZAuEkYeDXvy46Iv6l7E,0.46,0.409,0.701,0.5,8,0,0.234,-8.82,0.0303,97.028,205400,sad
spotify:track:13gsdpgOaF8XNTqL7VReoC,0.0713,0.542,0.333,0.696,4,0,0.261,-6.811,0.0477,175.739,183931,sad
spotify:track:0H04yVa3DJxoXbLBpAb7iV,0.0282,0.376,0.575,0.845,10,0,0.0814,-3.838,0.035,127.997,197280,sad
spotify:track:3APKvzQ6xiu7Fcu9Y1EKni,0.0118,0.718,0.552,0.874,8,0,0.152,-4.269,0.0438,121.981,247827,sad
spotify:track:5sjIhQzNljMVrDklI91ezp,0.0158,0.777,0.552,0.893,0,0,0.105,-4.593,0.0383,163.948,189467,sad
spotify:track:7B1QliUMZv7gSTUGAfMRRD,0.492,0.418,0.416,0.546,7,0,0.0845,-7.728,0.0297,159.929,300333,sad
spotify:track:5MwynWK9s4hlyKHqhkNn4A,0.657,0.489,0.631,0.591,7,0,0.11,-5.785,0.0277,97.074,205453,sad
spotify:track:7Dxes6VnfbZYV0S2QTnVuT,0.036,0.24,0.445,0.492,6,0,0.122,-5.717,0.0294,148.013,250413,sad
spotify:track:7Ce11Oh1kConF6UlkBWnaZ,0.306,0.5,0.594,0.6,2,0,0.149,-6.712,0.0498,145.967,232165,sad
spotify:track:085lgcfCstjd3AjWDAt2OX,0.194,0.836,0.515,0.907,8,0,0.105,-3.451,0.114,157.988,176293,sad
spotify:track:4BR0bp4qHX1lcBM2HtnoIm,0.00624,0.693,0.681,0.728,2,0,0.055,-7.317,0.0513,131.017,203467,sad
spotify:track:0ic5nxX1leVHk6L7EeZPsq,0.00295,0.528,0.509,0.839,0,1.05E-06,0.105,-4.177,0.0539,167.894,202800,sad
spotify:track:2FYnwKtYoxFuL0lVH57yfG,0.181,0.619,0.649,0.501,2,0,0.135,-7.107,0.0316,81.974,192013,sad
spotify:track:6Ymvlzom4TQeoKqAWsZRD8,0.0697,0.79,0.554,0.794,11,0,0.63,-5.417,0.035,176.01,213827,sad
spotify:track:73WWkaWkIRSP3MYGZ14aY4,0.00825,0.712,0.555,0.746,2,0,0.0796,-5.522,0.033,75.01,154707,sad
spotify:track:4ad297TiDs6f4q7o2GjrXN,0.0293,0.5,0.578,0.58,9,3.18E-06,0.332,-10.142,0.0333,144.176,241000,sad
spotify:track:2haYTWu73Zm5gu4BL97i4X,0.372,0.254,0.486,0.412,10,0,0.109,-6.968,0.0376,169.644,186026,sad
spotify:track:7AmQ1Qpbp3Bb3CDLnMbWWq,0.315,0.44,0.677,0.446,10,0,0.212,-8.096,0.025,96.947,185640,sad
spotify:track:3sAmWiJrwZkF8FSgpiM8QA,0.03,0.789,0.646,0.741,4,0,0.206,-6.193,0.0323,107.957,166377,sad
spotify:track:2VPmBOuy7ZAOFSzKwW2IEt,0.0986,0.592,0.547,0.817,9,0,0.136,-4.255,0.0448,142.118,205427,sad
spotify:track:3izNaTiYdotdPL0Bs76JqO,0.0353,0.24,0.652,0.719,1,0,0.108,-7.251,0.033,94.969,197640,sad
spotify:track:4LiMQ6G9n84rDUBs9wtwz6,0.0491,0.631,0.491,0.907,7,0,0.242,-3.594,0.0481,199.943,182667,sad
spotify:track:4AQ0FuLnPIM4rDKH4VleLD,0.00942,0.739,0.473,0.874,2,0,0.21,-2.399,0.0446,150.198,176307,sad
spotify:track:5xC5P9jM0hg0oyJcIWKrLo,0.306,0.767,0.498,0.882,3,1.37E-06,0.287,-6.382,0.0567,188.096,136846,sad
spotify:track:2kEMzThbffJGYvt2EHb8re,0.00268,0.569,0.642,0.714,9,0.000149,0.149,-4.715,0.051,126.1,182390,sad
spotify:track:279rNNpfHKnDKbCbdrEHXC,0.141,0.648,0.588,0.813,5,0,0.116,-5.779,0.0391,81.051,188886,sad
spotify:track:4bZsLI9lZgSu3MN99kDbic,0.0166,0.391,0.592,0.928,11,1.38E-05,0.123,-5.403,0.0557,121.997,221600,sad
spotify:track:5pVJrYKYlQFBuCugbaXt4b,0.787,0.239,0.38,0.375,3,0,0.106,-8.573,0.0315,99.962,203605,sad
spotify:track:4sovVGbWxOMxqQxrSdcXpT,0.313,0.686,0.554,0.735,2,0,0.367,-4.683,0.0407,89.949,215347,sad
spotify:track:3NgcaTIgVh77DdwAInp996,0.16,0.694,0.711,0.696,7,0,0.17,-5.05,0.0869,80.512,189533,sad
spotify:track:72iAaOAsrBYa4U0VV7cHFd,0.00733,0.525,0.584,0.716,0,0,0.0879,-4.737,0.0342,90.005,171067,sad
spotify:track:5xkTOC5NHPfUmrBCIrSTJX,4.09E-05,0.488,0.608,0.871,2,2.22E-06,0.111,-5.397,0.0348,123.005,229933,sad
spotify:track:1fC13X9Ob5KI982tNtrOhG,0.148,0.696,0.726,0.595,11,0.000433,0.106,-6.846,0.0393,115,231173,sad
spotify:track:3DA79bZJ4lUqX2dvRDJcZ9,0.0153,0.739,0.469,0.938,7,0,0.309,-3.281,0.0635,165.093,168477,sad
spotify:track:5AwMdymkX3gaGWnYL4RPz4,0.0188,0.858,0.648,0.803,10,0,0.0859,-6.357,0.0371,97.998,174680,sad
spotify:track:0qkdE1C0ufnUISKwhg8Wh6,0.016,0.34,0.576,0.724,0,0,0.107,-5.147,0.0274,93.029,206598,sad
spotify:track:7ujW5DGryDJwFQpYqrtulh,0.0491,0.932,0.699,0.741,4,0,0.114,-5.729,0.0573,120.065,150893,sad
spotify:track:7idmHTAQQPUFqdjXkoooXD,0.0317,0.939,0.711,0.774,7,0,0.124,-4.068,0.0308,111.016,209733,sad
spotify:track:03d8S7FBY2kIzhP0E7l4rn,0.765,0.672,0.777,0.604,8,6.79E-05,0.11,-5.813,0.12,99.934,157693,sad
spotify:track:7qXPZxXn6Xmv1sjh03skiW,0.00122,0.721,0.614,0.884,0,0,0.077,-4.019,0.0402,100.531,202853,sad
spotify:track:2yQZwi1P8AkkxxFhQ8rMEK,0.401,0.62,0.671,0.617,10,0,0.119,-8.72,0.0561,147.986,222573,sad
spotify:track:5guhNjupXvj2fzs59xZGde,0.0474,0.833,0.642,0.82,4,0,0.297,-6.945,0.0523,151.997,200038,sad
spotify:track:1XF7h04uD8TMTbmnrJhrVM,0.011,0.627,0.555,0.977,7,0,0.229,-3.309,0.0571,128.631,171093,sad
spotify:track:6Lc3F5h5UHGXbYM8zbFbLN,0.0306,0.762,0.657,0.783,3,4.09E-06,0.0938,-8.414,0.0394,127.986,273587,sad
spotify:track:2iT8p5HHGZoIgFME97V1fd,0.016,0.723,0.555,0.931,8,0,0.405,-2.969,0.0367,132.085,220907,sad
spotify:track:3J7EKn5GhJCLxHvlzPnWc7,0.0102,0.72,0.442,0.9,0,1.36E-06,0.16,-4.294,0.0589,194.031,201475,sad
spotify:track:2NEBP8SXEqwZt2PRdPXXuy,0.0721,0.494,0.764,0.587,5,6.45E-06,0.094,-7.002,0.0298,89.98,229573,sad
spotify:track:38gZVjeaeR3gcnCzziAxBm,0.0972,0.304,0.531,0.746,11,0,0.102,-4.228,0.0329,139.788,226307,sad
spotify:track:7K0lR5Ngf5jkOWt1g6ut6l,0.035,0.483,0.543,0.88,3,0.000227,0.304,-4.204,0.0365,144.057,193067,sad
spotify:track:53F1MVa1BWUkTBbVqgVAfN,0.0808,0.869,0.565,0.805,0,0,0.173,-4.457,0.0489,76.04,181933,sad
spotify:track:3ZsLuJ8uU0lE6rGTkDaqEg,0.00527,0.665,0.541,0.87,1,0,0.0867,-4.741,0.122,179.975,171440,sad
spotify:track:5dUTuyeg1GpSAJSUY14X3O,0.0409,0.503,0.574,0.873,5,0,0.193,-3.922,0.0692,126.041,155240,sad
spotify:track:4fT0lwTnwXN5Qg5vSPyq0u,0.147,0.448,0.657,0.798,8,0,0.117,-5.98,0.0445,116.032,188373,sad
spotify:track:5gfK6bZFaApxdSHsHXrwPD,0.0106,0.681,0.501,0.876,3,0,0.135,-4.792,0.0404,159.025,175493,sad
spotify:track:21LRaD9rB3v7p7DDCZsW4y,0.0468,0.757,0.604,0.879,4,0,0.0909,-3.388,0.0322,137.983,208280,sad
spotify:track:16dd9FdpEy9MvbSq1vlQFJ,0.428,0.262,0.431,0.678,9,0,0.0917,-5.11,0.0361,120.021,236133,sad
spotify:track:7dRPUAYfMGZmZ7L3fZAJKp,0.188,0.725,0.638,0.972,4,3.59E-05,0.254,-3.993,0.073,130.001,253787,sad
spotify:track:17TSJlshgQ5zu0e8dedAla,0.308,0.639,0.616,0.849,0,0,0.311,-4.897,0.0373,113.066,223320,sad
spotify:track:1xIgz2QjA85ZpXiIoj6mMo,0.0636,0.845,0.593,0.805,5,0,0.226,-4.892,0.0346,103.955,171920,sad
spotify:track:4T6QFouj6rIQObxgwt9ELL,0.0561,0.667,0.455,0.851,6,1.91E-05,0.264,-4.74,0.0418,84.944,224293,sad
spotify:track:5NwCPmFHJAoKe0PSw2ltJD,0.302,0.563,0.466,0.7,4,0,0.0798,-5.577,0.0431,77.087,199293,sad
spotify:track:5eFfsbjSouG8qOpg9ZqDl6,0.109,0.392,0.624,0.696,11,0,0.132,-6.006,0.0469,82.001,213987,sad
spotify:track:7o725hQoNWZfOPsmpn7Elu,0.0132,0.586,0.557,0.809,4,9.28E-06,0.355,-5.629,0.0385,140.927,212340,sad
spotify:track:6sbnf2jPcdxVm6vfZvMOS7,0.0102,0.408,0.544,0.903,8,0,0.108,-3.151,0.0535,113.012,206827,sad
spotify:track:5vuMtXS5kQ7F0o9V9rG1dG,0.265,0.23,0.488,0.637,10,0,0.106,-7.63,0.0401,88.865,208720,sad
spotify:track:4amvcCLMlTiU6mQfwFGRl8,0.0586,0.943,0.501,0.9,11,0,0.218,-4.366,0.0433,160.096,194480,sad
spotify:track:1OLsgmQxn3bOoc3cqyIPyE,0.0971,0.633,0.513,0.836,6,0,0.11,-5.391,0.0355,90.014,216293,sad
spotify:track:0MdMNWw0rpBjQJ4SwQ0qbg,0.285,0.508,0.474,0.742,10,0,0.143,-5.019,0.0294,145.968,209013,sad
spotify:track:4w9LtJn74XQhsHD1zAHnzY,0.207,0.779,0.543,0.851,11,0,0.0655,-4.197,0.0381,166.054,183280,sad
spotify:track:4n0xztUAbHPUV8G3NQvF30,0.208,0.618,0.501,0.836,11,0,0.152,-3.587,0.0491,159.863,192000,sad
spotify:track:4W38RXuQNuoTSwVsQA1OGC,0.151,0.437,0.589,0.704,4,0,0.067,-4.772,0.0303,84.956,186253,sad
spotify:track:0h31TZMlv0ZLc5yppKngwk,0.0159,0.368,0.694,0.718,2,1.72E-06,0.287,-6.188,0.0322,121.074,216667,sad
spotify:track:446Jufq5oOCwOSXbkqq5yD,0.00385,0.819,0.705,0.761,0,0,0.186,-4.579,0.0298,99.986,182133,sad
spotify:track:5M3v6frAiTyqenNAeQVcxC,0.0649,0.716,0.484,0.903,8,0,0.151,-3.9,0.0882,169.948,186988,sad
spotify:track:7nfmK6oHPDlAd68A11d7AN,0.0138,0.64,0.54,0.863,1,0,0.0871,-4.483,0.0481,77,186800,sad
spotify:track:5NfJGBAL9mgFPRQxKJmiX2,0.014,0.491,0.643,0.72,2,0,0.0834,-7.146,0.0527,96.028,192840,sad
spotify:track:1kTugNMVMbaQep1srMua2q,0.292,0.591,0.767,0.677,5,0,0.292,-4.668,0.0332,119.954,181000,sad
spotify:track:6uTb5oNK9RkTjxmh73W7MG,0.418,0.4,0.595,0.389,2,1.39E-06,0.116,-9.245,0.0349,166.052,227427,sad
spotify:track:4qgObmdV1KatQHViTYrT6U,0.0249,0.911,0.551,0.836,2,1.33E-05,0.222,-5.182,0.0338,147.954,185413,sad
spotify:track:5H4BGxYudsHLks8MRrIVGh,0.0539,0.558,0.562,0.878,8,0,0.112,-4.806,0.0387,103.029,236865,sad
spotify:track:2cJC39Aqmyo6YBS7WuevRh,0.013,0.625,0.551,0.801,6,6.03E-06,0.265,-5.069,0.0303,128.021,240760,sad
spotify:track:7kaVqrNf9L90pCslMxE9zP,0.0636,0.845,0.593,0.805,5,0,0.226,-4.892,0.0346,103.955,171920,sad
spotify:track:2wrJq5XKLnmhRXHIAf9xBa,0.153,0.43,0.654,0.63,10,0,0.111,-4.644,0.0259,89.991,167693,sad
spotify:track:0PdM2a6oIjqepoEfcJo0RO,0.00211,0.568,0.267,0.953,1,0,0.283,-4.899,0.096,84.989,267307,sad
spotify:track:61mWefnWQOLf90gepjOCb3,0.000237,0.194,0.354,0.982,4,0.000294,0.204,-3.026,0.168,143.772,252613,sad
spotify:track:3KtKhn8MD4nMTdgxx38LD3,3.15E-05,0.424,0.504,0.985,8,3.24E-05,0.162,-2.729,0.271,108.012,250080,sad
spotify:track:1yYr4D1KjhhyDD5bZIiFQy,0.000211,0.338,0.477,0.94,9,0.0518,0.346,-3.435,0.103,76.517,302467,sad
spotify:track:7A8caPxvrT8ZgLvQPPUCcj,0.142,0.217,0.527,0.418,4,0.781,0.139,-10.205,0.0277,129.517,196905,sad
spotify:track:10V8XpuyMoEcSMfM79WDET,0.00504,0.55,0.518,0.948,6,0.104,0.228,-5.58,0.0683,103.025,201400,sad
spotify:track:5ohfpKB5tt275f4Y4lQ9F7,9.41E-05,0.092,0.326,0.995,1,0.386,0.145,-4.38,0.147,105.459,291773,sad
spotify:track:3Dfy8YIxq89i84t108TvMi,0.067,0.412,0.59,0.743,0,0.00093,0.0847,-7.078,0.0347,129.79,346960,sad
spotify:track:2MvIMgtWyK88OiPi0J8Dg3,0.00252,0.352,0.576,0.989,2,0.0032,0.0243,-1.909,0.112,135.093,283400,sad
spotify:track:6vjvewW34Y3UiGQtJokGlY,3.39E-05,0.118,0.286,0.982,0,0.00675,0.309,-3.828,0.131,110.629,311507,sad
spotify:track:6leMMAAUAeZmskEqBokFlN,0.000126,0.478,0.535,0.988,5,0.0186,0.0913,-2.545,0.273,106.968,239067,sad
spotify:track:2PFIZFcGry0po3ZfRZkzKc,0.0318,0.659,0.659,0.846,7,0.0144,0.203,-5.508,0.0274,107.01,354636,sad
spotify:track:567EwOGPAXg7Y9DQZTEFEE,0.369,0.316,0.234,0.75,4,0.000805,0.139,-7.034,0.0738,173.82,308240,sad
spotify:track:0ncHMpFGT96pis5pi4iJDm,0.000244,0.531,0.517,0.887,10,0.00258,0.151,-7.637,0.0732,166.008,321162,sad
spotify:track:2gscB6kDOmrv1P6qs2KXE3,0.00208,0.327,0.382,0.996,7,0,0.417,-4.119,0.104,93.345,147840,sad
spotify:track:2kzszXfuuwvWTUMY0nLb39,6.37E-05,0.264,0.39,0.981,2,0.529,0.26,-4.144,0.132,150.371,277434,sad
spotify:track:0zSGK8ZpVuo0XdIY21Vyrh,0.0147,0.602,0.822,0.669,10,0,0.188,-5.358,0.182,102.035,213607,sad
spotify:track:0LIEDX1qDrcsFbWCUsYJmR,0.109,0.534,0.333,0.79,0,0,0.115,-6.802,0.0386,180.356,284600,sad
spotify:track:5Nodfi0wQT9QANl0KlAo7B,3.26E-05,0.391,0.348,0.923,4,0.0862,0.183,-3.543,0.0623,106.152,208600,sad
spotify:track:6WaYiQUPel70HUaCZj5eND,9.97E-05,0.571,0.505,0.964,7,2.85E-06,0.113,-3.673,0.0718,138.021,229773,sad
spotify:track:7dbjRLY969SvR0inx3h1eP,1.20E-05,0.434,0.4,0.968,7,0.155,0.106,-4.421,0.0769,144.054,215938,sad
spotify:track:62UFmoyvhEqx8GobjdUUry,0.0018,0.312,0.359,0.84,0,0.00883,0.0695,-5.001,0.0753,145.114,276973,sad
spotify:track:60FJeNTK5edr72G2xtCWuP,0.043,0.899,0.577,0.936,11,1.74E-05,0.413,-2.924,0.078,168.879,170453,sad
spotify:track:6KnNDix4Owr4vNmsPhLmxD,4.30E-05,0.141,0.566,0.889,8,0.00907,0.292,-5.22,0.0426,127.045,233667,sad
spotify:track:5vB0cxSvzXuVh15EDD0Cej,0.00827,0.41,0.378,0.985,0,0,0.534,-3.86,0.262,193.035,213133,sad
spotify:track:1sxErwssertl6IQkRrrY58,0.00331,0.455,0.445,0.958,11,1.55E-06,0.877,-4.096,0.123,165.973,276160,sad
spotify:track:69LMRoRitZ3SknMwdbNUHr,0.0052,0.633,0.466,0.726,9,0,0.0975,-5.245,0.0866,169.976,195075,sad
spotify:track:06Y6xeHfKLRoMFmmK7tKkl,0.136,0.336,0.381,0.95,1,0.000414,0.0564,-6.021,0.36,128.923,254667,sad
spotify:track:1GUIPCmLJgbeDljM5wPJlM,1.69E-05,0.493,0.52,0.983,1,0.00123,0.271,-2.412,0.366,109.999,217840,sad
spotify:track:5u3l2TONYacJgmRPQVaF9y,1.62E-05,0.278,0.374,0.92,6,0.026,0.0802,-4.653,0.0501,191.014,248747,sad
spotify:track:6H57ETYLp2lVcwhKbQpq1h,0.00801,0.419,0.377,0.941,8,1.02E-06,0.242,-2.485,0.124,142.853,205840,sad
spotify:track:0QapunlwO9vnL5X6h4YF18,0.00151,0.52,0.368,0.968,2,0,0.419,-2.709,0.0737,168.025,191757,sad
spotify:track:6C0JXC9vaaoX5aa6A7tWf4,0.00559,0.206,0.361,0.879,2,1.27E-05,0.0941,-6.662,0.102,104.164,181440,sad
spotify:track:3ZClafX6fRAkQjo8Pldq37,0.263,0.967,0.637,0.945,5,0.14,0.093,-3.955,0.0463,158.314,135853,sad
spotify:track:7IfckgnBsIdP4XE4tfWEDN,0.0192,0.844,0.576,0.94,9,0,0.133,-3.003,0.118,97.876,199253,sad
spotify:track:5UspJXVUutVBNzEPCDeLKj,9.92E-05,0.436,0.436,0.782,9,0.000798,0.366,-5.214,0.0284,97.993,190653,sad
spotify:track:2mgHssZatgtkYaSVqTYHiA,3.74E-05,0.0978,0.273,0.994,11,0.814,0.42,-3.579,0.169,104.503,197637,sad
spotify:track:1FDNvhoopE9r5BuhjOh88V,0.000165,0.184,0.26,0.892,4,0,0.134,-6.149,0.266,81.267,213255,sad
spotify:track:0sObxZUKqdPfgjG9ahSlP5,6.59E-05,0.488,0.506,0.967,6,0.41,0.167,-2.973,0.0451,129.704,270253,sad
spotify:track:1PBhzfzTAZ5qyIfzqPqign,1.17E-06,0.177,0.196,0.995,4,0.0499,0.27,-4.887,0.105,91.047,273120,sad
spotify:track:5mY8mY7DSfuqVbY2psq3Cg,0.0236,0.358,0.445,0.699,2,0.59,0.147,-9.359,0.0406,160.095,349093,sad
spotify:track:0c6p9QomOhNU9uzujLjtsD,0.000249,0.185,0.339,0.991,2,0.00327,0.261,-5.028,0.145,106.767,300093,sad
spotify:track:1nS7bYv66OXdVnztWgC4B7,8.50E-06,0.22,0.27,0.99,4,0.0811,0.0941,-4.364,0.107,137.507,238747,sad
spotify:track:4p3fcPG5W9I8wAEelIB3k2,0.00955,0.232,0.497,0.813,2,3.11E-06,0.588,-4.511,0.0342,92.965,365520,sad
spotify:track:4nieHMhWmK1fzeythfX7Vr,0.000665,0.562,0.511,0.899,11,0.00012,0.0573,-5.723,0.0686,101.928,179173,sad
spotify:track:4uJSCrI7r0usNJ3aaHAuC6,0.156,0.322,0.328,0.553,6,0.412,0.0985,-6.252,0.0267,159.959,464280,sad
spotify:track:2E5ltQTRXnilOEcF79qRwP,0.000977,0.0928,0.365,0.925,6,0.889,0.102,-5.337,0.0821,104.947,290000,sad
spotify:track:4F5DFVeAoQijmX30DVyZIy,0.000842,0.368,0.491,0.871,4,4.57E-06,0.0942,-4.567,0.0672,138.978,197267,sad
spotify:track:313yF0VXTCmFFoYEJF7nBQ,0.00364,0.171,0.358,0.959,2,0.000237,0.356,-3.139,0.0874,91.938,242413,sad
spotify:track:430VZGvjBfWzjVf0vZkbb8,8.44E-06,0.153,0.168,0.979,9,0.204,0.0644,-3.963,0.184,169.925,257695,sad
spotify:track:5XSgFF5YZc4WfTS9zGdAZK,0.0848,0.29,0.685,0.82,6,0.000313,0.651,-5.625,0.0968,84.985,201200,sad
spotify:track:1iUj21grp55AVJGIx2UJGo,0.0174,0.257,0.6,0.849,9,0.00205,0.0745,-5.788,0.0376,140.002,305571,sad
spotify:track:6RcsAN8XF5KX6mMh6dum8e,0.000133,0.402,0.386,0.943,5,0,0.0928,-3.033,0.185,148.008,239127,sad
spotify:track:0rzMHOoTHTEuIIemojtn5K,0.00873,0.153,0.54,0.782,0,0.774,0.165,-11.649,0.0434,110.025,403147,sad
spotify:track:5axwj3ekvw85989jjO8Ov8,1.35E-05,0.21,0.493,0.978,1,0.00216,0.181,-4.578,0.123,125.96,436440,sad
spotify:track:0criiQKIY1hyU0lRbVhZ8L,0.00146,0.261,0.386,0.86,1,2.32E-06,0.0643,-6.757,0.0543,97.576,256320,sad
spotify:track:0ftQHCFyMVXCjiwocMJNzi,4.05E-05,0.346,0.381,0.968,2,0.13,0.375,-4.341,0.0951,170.227,205248,sad
spotify:track:47IWLfIKOKhFnz1FUEUIkE,0.00171,0.445,0.419,0.932,1,0,0.137,-3.604,0.106,169.881,268000,sad
spotify:track:6SJ1hWFVBIiUgGgHKvwXCQ,0.064,0.947,0.557,0.87,1,1.51E-05,0.208,-6.332,0.125,104.708,227493,sad
spotify:track:7rmUSOrOLRBzI8Uq63qYcR,0.0521,0.762,0.829,0.844,4,0.00148,0.171,-4.329,0.0966,130.04,236840,sad
spotify:track:2lbAU3IQytWjl9b0LLuztk,0.299,0.97,0.748,0.913,7,0,0.573,-3.426,0.0954,93.508,184840,sad
spotify:track:581mukhDjta60CCwpvnjL9,0.0192,0.751,0.628,0.909,10,0,0.44,-4.635,0.0549,97.849,235915,sad
spotify:track:4PeJ2DGyMxfyAvgGgFrmXx,3.56E-05,0.24,0.276,0.989,11,0.0017,0.298,-3.473,0.126,134.977,235314,sad
spotify:track:1rh6RoD2Y86GqSM9S1dxlv,0.0004,0.357,0.437,0.958,8,0.0275,0.0834,-3.398,0.0994,131.56,217737,sad
spotify:track:5ZIU2kT1wNjQNclQeVCz5O,0.0127,0.32,0.445,0.768,4,2.58E-06,0.0925,-8.836,0.0347,112.796,318227,sad
spotify:track:6QWpolEawxnSNfYOmYFG0M,0.0292,0.514,0.844,0.751,6,1.71E-05,0.499,-6.5,0.223,129.985,280920,sad
spotify:track:2Ll0eOXFmIeBlcybOSaQJm,0.00958,0.451,0.5,0.833,1,0,0.167,-5.545,0.0404,145.955,214493,sad
spotify:track:1kM2VS4HfIU6gNl1LTOQk0,3.44E-05,0.389,0.546,0.937,7,0.00333,0.104,-4.247,0.0736,96.033,214987,sad
spotify:track:4A736Zxq67bPtAjT6UgyEt,0.00768,0.1,0.274,0.652,5,6.42E-05,0.108,-6.196,0.0625,173.009,288036,sad
spotify:track:4LWU2IcHQHnJOSDb33ewEM,4.80E-06,0.712,0.394,0.94,9,0.00206,0.0415,-3.865,0.0675,121.618,107467,sad
spotify:track:0oCEQA7gByJXUvXztuF0ys,7.09E-05,0.496,0.603,0.959,2,0.000703,0.161,-1.817,0.034,130.968,211814,sad
spotify:track:0lCwaZYSRy6q0jLmnYiQxi,0.000216,0.158,0.359,0.959,1,0.00343,0.435,-3.685,0.104,103.038,230227,sad
spotify:track:4fiOTntQKr24p07FvQDHZE,0.000405,0.0363,0.227,0.995,10,0.393,0.127,-4.361,0.173,87.499,255187,sad
spotify:track:5q8PArV4Tbt6efvP7qxp0u,0.0043,0.547,0.585,0.928,5,0,0.275,-4.939,0.0607,104.007,196052,sad
spotify:track:76BYv24CcZt2u94JRjmATX,0.0242,0.481,0.329,0.885,9,0.00433,0.735,-10.661,0.0904,163.538,259760,sad
spotify:track:6XA12laU5GUhas6GcWDLuU,0.000143,0.579,0.561,0.964,8,0,0.0603,-3.312,0.0487,105.009,224423,sad
spotify:track:2Y4ol1FiPdSPMwaEMJgXMN,0.114,0.26,0.653,0.78,5,3.23E-06,0.117,-7.253,0.0663,179.928,204000,sad
spotify:track:3le4ECmJTUNXYLsGjQYSXi,0.00395,0.168,0.376,0.877,7,4.26E-05,0.16,-4.007,0.0554,74.954,229250,sad
spotify:track:1lO1SLB8X2Rzbw1EeqlpC8,7.16E-05,0.418,0.276,0.961,5,0.000186,0.342,-4.722,0.0771,76.079,213880,sad
spotify:track:6SKZJpBeIED6GXkxhMrJHz,0.000165,0.513,0.541,0.919,6,0.000506,0.122,-5.086,0.0633,140.022,331500,sad
spotify:track:6uw0ccDTu2taJB1KU6ggQk,0.00272,0.217,0.36,0.986,2,0.00109,0.125,-2.486,0.103,92.335,219773,sad
spotify:track:4Cfh4xShSV7uL1Q25ZhTxC,6.81E-05,0.308,0.475,0.978,11,0.000362,0.116,-3.662,0.0995,145.086,196345,sad
spotify:track:2WVHl9NBV7qqkocj6Bsgqo,0.0966,0.921,0.587,0.799,4,1.89E-06,0.257,-4.942,0.029,143.987,247008,sad
spotify:track:3U9gogDStAfWxSm91PJuxb,0.000132,0.0395,0.31,0.991,5,0.085,0.0969,-3.769,0.316,140.071,298533,sad
spotify:track:4kw5w3cfGAy4cckXPCJHjz,0.306,0.235,0.605,0.712,0,0,0.122,-4.627,0.0345,118.951,256147,sad
spotify:track:0YQXMFYxfHNagYPgQvurKH,0.805,0.882,0.55,0.991,1,0,0.197,-3.704,0.12,172.389,158600,sad
spotify:track:5QLHGv0DfpeXLNFo7SFEy1,0.0163,0.964,0.767,0.787,3,0.583,0.0513,-9.897,0.0331,126.879,266200,sad
spotify:track:51kzBRf8LFVFybAs7n71y4,0.00943,0.389,0.59,0.6,6,0,0.123,-7.251,0.0307,91.964,151632,sad
spotify:track:0O68o9rzf6Rnqjwg1bD3fY,0.0208,0.297,0.509,0.609,5,1.08E-05,0.208,-7.318,0.04,76.154,240587,sad
spotify:track:5Ik2UQeQFDgYhAI6CpsaWF,0.0114,0.607,0.6,0.978,10,0.000705,0.472,-2.939,0.121,99.982,275357,sad
spotify:track:7hH4dSp71EOv3XS57e8CYu,0.000142,0.349,0.554,0.959,1,0.000504,0.286,-4.786,0.0403,96.005,241000,sad
spotify:track:0YWyKtLAlmVjryfY6CSxYE,0.000705,0.142,0.515,0.926,6,0.0056,0.189,-6.713,0.102,90.956,395500,sad
spotify:track:5CPXR6lDTvngxtmMZxnWmC,0.000579,0.278,0.532,0.941,9,0.0527,0.15,-9.025,0.0465,102.198,493933,sad
spotify:track:2MWC3IWfhh3IteOUPbtogB,0.0165,0.927,0.623,0.917,10,2.57E-05,0.0915,-3.108,0.0533,91.477,205723,sad
spotify:track:2Wskx0dJg9TUl6glZohl4J,4.14E-05,0.694,0.545,0.882,10,0.478,0.0423,-4.114,0.0582,147.973,152648,sad
spotify:track:6vAQtUlYrzolE6SS9QCTs5,0.000683,0.0506,0.499,0.97,0,0.136,0.0871,-2.838,0.116,106.558,340132,sad
spotify:track:0ImdOZzfzWSIkB4ToC2buF,0.000548,0.609,0.553,0.966,8,4.06E-05,0.197,-3.097,0.074,107.97,183242,sad
spotify:track:3F8OmCcFxVdFsgo68JlBLu,3.93E-05,0.155,0.27,0.96,9,0.0499,0.407,-5.563,0.187,134.162,424520,sad
spotify:track:0BS1mTb6ZvZcVm217dyWFU,0.0164,0.252,0.396,0.81,0,0.107,0.322,-4.242,0.0439,165.269,314747,sad
spotify:track:60rHc4AkLlP4XVSATvBb6K,0.009,0.476,0.469,0.969,0,1.11E-05,0.346,-2.219,0.0589,164.042,183507,sad
spotify:track:6jTZGXH1cOQM3jhh07ZE1y,0.455,0.869,0.562,0.144,8,0,0.102,-13.751,0.0803,204.418,128213,sad
